House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
48,Craig Lane,Aaron,Davidson,52,Husband,Married,Male,Computer games developer,None,None
48,Craig Lane,Michael,Davidson,18,Son,Single,Male,Student,None,None
48,Craig Lane,Wendy,Davidson,15,Daughter,NA,Female,Student,None,NA
49,Craig Lane,Janice,Dunn,45,Head,Married,Female,"Engineer, agricultural",None,Christian
49,Craig Lane,Alexander,Dunn,44,Husband,Married,Male,"Engineer, communications",None,Christian
49,Craig Lane,James,Dunn,9,Son,NA,Male,Student,None,NA
49,Craig Lane,Benjamin,Dunn,6,Son,NA,Male,Student,None,NA
50,Craig Lane,Paige,Wallace,45,Head,Married,Female,Health and safety adviser,None,None
50,Craig Lane,Dominic,Wallace-Walsh,47,Husband,Married,Male,Warden/ranger,None,None
50,Craig Lane,Naomi,Wallace-Walsh,13,Daughter,NA,Female,Student,None,NA
50,Craig Lane,Guy,Wallace-Walsh,11,Son,NA,Male,Student,None,NA
50,Craig Lane,Declan,Wallace-Walsh,7,Son,NA,Male,Student,None,NA
51,Craig Lane,Gail,Gray,41,Head,Married,Female,Community development worker,None,Christian
51,Craig Lane,Shane,Gray,44,Husband,Married,Male,Production engineer,None,None
51,Craig Lane,Gemma,Gray,16,Daughter,NA,Female,Student,None,NA
51,Craig Lane,Neil,Gray,15,Son,NA,Male,Student,None,NA
51,Craig Lane,Stephanie,Gray,11,Daughter,NA,Female,Student,None,NA
52,Craig Lane,Stephanie,Brown,52,Head,Married,Female,Building services engineer,None,Muslim
52,Craig Lane,Gerard,Brown,52,Husband,Married,Male,Water engineer,None,Muslim
52,Craig Lane,Martin,Brown,23,Son,Single,Male,Higher education careers adviser,None,Muslim
52,Craig Lane,Michael,Brown,18,Son,Single,Male,Student,None,Muslim
52,Craig Lane,Dennis,Brown,13,Son,NA,Male,Student,None,NA
53,Craig Lane,Joe,Davey,71,Head,Married,Male,"Retired Biochemist, clinical",None,Catholic
53,Craig Lane,Mary,Davey,69,Wife,Married,Female,"Retired Production assistant, television",None,None
54,Craig Lane,Abbie,Ward,70,Head,Married,Female,Retired Estate manager/land agent,None,Christian
54,Craig Lane,Clive,Ward,77,Husband,Married,Male,Retired Corporate treasurer,None,None
55,Craig Lane,Kayleigh,Davies,59,Head,Single,Female,Energy manager,None,Christian
55,Craig Lane,Oliver,Ward,59,Partner,Single,Male,Merchant navy officer,None,Christian
55,Craig Lane,Joseph,Davies,22,Son,Single,Male,University Student,None,None
55,Craig Lane,Gerard,Davies,21,Son,Divorced,Male,Research scientist (life sciences),None,Christian
55,Craig Lane,Lisa,Davies,16,Daughter,NA,Female,Student,None,NA
1,Eastsack Crescent,Heather,Armstrong,36,Head,Divorced,Female,Volunteer coordinator,None,Methodist
2,Eastsack Crescent,Edward,Hunt,51,Head,Divorced,Male,"Programme researcher, broadcasting/film/video",None,Christian
2,Eastsack Crescent,Victoria,Houghton,34,None,Single,Female,"Engineer, energy",None,Catholic
2,Eastsack Crescent,Megan,Akhtar,19,None,Single,Female,University Student,None,Catholic
3,Eastsack Crescent,Edward,Reid,81,Head,Married,Male,Retired Travel agency manager,None,Christian
3,Eastsack Crescent,Maria,Reid,78,Wife,Married,Female,"Retired Civil engineer, contracting",None,Christian
4,Eastsack Crescent,Stephen,Shaw,30,Head,Single,Male,Magazine features editor,None,None
5,Eastsack Crescent,Michael,Gray,70,Head,Widowed,Male,Retired Theatre director,None,Christian
6,Eastsack Crescent,Lydia,Jennings,60,Head,Single,Female,Charity fundraiser,None,Christian
6,Eastsack Crescent,Dominic,Jennings,28,Son,Divorced,Male,Chief Technology Officer,None,Christian
6,Eastsack Crescent,Leah,Jennings,25,Daughter,Single,Female,"Designer, blown glass/stained glass",None,Christian
7,Eastsack Crescent,Aaron,Preston,44,Head,Single,Male,Higher education lecturer,None,Jewish
8,Eastsack Crescent,Judith,Barber,58,Head,Divorced,Female,Museum/gallery conservator,None,Christian
9,Eastsack Crescent,Katherine,Fox,74,Head,Divorced,Female,Retired Legal executive,None,Catholic
10,Eastsack Crescent,Nigel,Howard,44,Head,Single,Male,"Administrator, arts",None,None
10,Eastsack Crescent,Sara,Bell,42,Partner,Single,Female,Newspaper journalist,None,None
11,Eastsack Crescent,Terence,Simpson,82,Head,Divorced,Male,Retired Mechanical engineer,None,None
12,Eastsack Crescent,Peter,Harrison,46,Head,Single,Male,Geographical information systems officer,None,None
13,Eastsack Crescent,Kenneth,Benson,56,Head,Married,Male,"Administrator, sports",None,Christian
13,Eastsack Crescent,Yvonne,Benson,54,Wife,Married,Female,"Accountant, chartered management",None,Christian
14,Eastsack Crescent,Mitchell,Burton,29,Head,Married,Male,"Conservator, furniture",None,None
14,Eastsack Crescent,Gillian,Burton,28,Wife,Married,Female,"Psychologist, sport and exercise",None,None
15,Eastsack Crescent,Leanne,Archer,36,Head,Single,Female,Building control surveyor,None,None
16,Eastsack Crescent,Zoe,Willis,22,Head,Single,Female,University Student,None,None
17,Eastsack Crescent,Jodie,Ball,40,Head,Married,Female,Solicitor,None,None
17,Eastsack Crescent,John,Ball,44,Husband,Married,Male,Publishing rights manager,None,None
18,Eastsack Crescent,Dominic,Webster,33,Head,Married,Male,"Copywriter, advertising",None,None
18,Eastsack Crescent,Beth,Webster,31,Wife,Married,Female,Stage manager,None,None
19,Eastsack Crescent,Victoria,Jones,43,Head,Single,Female,"Psychologist, clinical",None,Christian
20,Eastsack Crescent,Brett,Nash,52,Head,Married,Male,Health physicist,None,Christian
20,Eastsack Crescent,Chelsea,Nash,49,Wife,Married,Female,Arts administrator,None,Christian
20,Eastsack Crescent,Mohamed,Nash,8,Son,NA,Male,Student,None,NA
21,Eastsack Crescent,Josephine,Begum,33,Head,Single,Female,"Psychotherapist, child",None,None
22,Eastsack Crescent,Kathryn,Morris,19,Head,Single,Female,University Student,None,Methodist
23,Eastsack Crescent,Guy,Wheeler,44,Head,Single,Male,"Engineer, chemical",None,Christian
24,Eastsack Crescent,Stephen,Matthews,39,Head,Single,Male,Information systems manager,None,None
25,Eastsack Crescent,Ricky,Thompson,67,Head,Married,Male,"Programmer, applications",None,Christian
25,Eastsack Crescent,Alison,Thompson,60,Wife,Married,Female,Contracting civil engineer,None,Christian
26,Eastsack Crescent,Gordon,Bray,75,Head,Single,Male,Retired Sport and exercise psychologist,None,None
27,Eastsack Crescent,Michael,Griffiths,19,Head,Widowed,Male,University Student,None,None
28,Eastsack Crescent,Shannon,Matthews,39,Head,Widowed,Female,Unemployed,None,Christian
28,Eastsack Crescent,Ellie,Warren,40,Lodger,Divorced,Female,Holiday representative,None,None
28,Eastsack Crescent,Beth,Parker,28,Lodger,Divorced,Female,"Education officer, environmental",None,None
29,Eastsack Crescent,Harriet,Watson,52,Head,Married,Female,Sales promotion account executive,None,Christian
29,Eastsack Crescent,Carl,Watson,50,Husband,Married,Male,Secondary school teacher,None,Christian
29,Eastsack Crescent,Andrea,Watson,14,Daughter,NA,Female,Student,None,NA
30,Eastsack Crescent,Scott,Robinson,41,Head,Single,Male,Unemployed,None,Methodist
31,Eastsack Crescent,Adam,Gardner,65,Head,Widowed,Male,Customer service manager,None,None
32,Eastsack Crescent,June,Marshall,42,Head,Divorced,Female,Unemployed,None,None
32,Eastsack Crescent,Edward,Marshall,16,Son,NA,Male,Student,None,NA
33,Eastsack Crescent,Louise,Harper,19,Head,Married,Female,University Student,None,Catholic
33,Eastsack Crescent,Daniel,Harper,19,Husband,Married,Male,University Student,None,None
34,Eastsack Crescent,Clare,Jones,49,Head,Single,Female,Higher education careers adviser,None,None
34,Eastsack Crescent,Craig,Knight,35,Sibling,Single,Male,Unemployed,None,Christian
35,Eastsack Crescent,Valerie,Cox,36,Head,Single,Female,Animal nutritionist,None,Christian
35,Eastsack Crescent,Paul,Ellis,25,None,Widowed,Male,Clinical psychologist,None,None
35,Eastsack Crescent,Jennifer,Ward,43,None,Single,Female,Unemployed,None,Christian
36,Eastsack Crescent,Stephanie,Knight,57,Head,Divorced,Female,Medical technical officer,None,Christian
37,Eastsack Crescent,Dylan,Lewis,53,Head,Single,Male,Fitness centre manager,None,Christian
37,Eastsack Crescent,Maureen,Howard,45,Partner,Single,Female,Sports coach,None,None
38,Eastsack Crescent,Bethany,Howarth,24,Head,Divorced,Female,"Producer, television/film/video",None,Christian
39,Eastsack Crescent,Charlotte,Goodwin,40,Head,Single,Female,Arboriculturist,None,Christian
40,Eastsack Crescent,Jack,Bryan,26,Head,Single,Male,Health promotion specialist,None,None
41,Eastsack Crescent,Ellie,Jones,71,Head,Divorced,Female,Retired Hotel manager,None,Catholic
41,Eastsack Crescent,Mary,Jones,31,Daughter,Single,Female,Software engineer,None,Catholic
41,Eastsack Crescent,Christian,Jones,28,Son,Single,Male,"Designer, fashion/clothing",None,Catholic
42,Eastsack Crescent,David,Watkins,30,Head,Single,Male,Tour manager,None,Christian
43,Eastsack Crescent,Josephine,White,43,Head,Single,Female,"Nurse, learning disability",None,Methodist
43,Eastsack Crescent,Malcolm,McLean,45,Partner,Single,Male,"Designer, ceramics/pottery",None,None
43,Eastsack Crescent,Lawrence,White,4,Son,NA,Male,Child,None,NA
1,Smith Lane,Paul,Knowles,25,Head,Single,Male,Proofreader,None,None
1,Smith Lane,Eleanor,Akhtar,20,Partner,Single,Female,University Student,None,None
2,Smith Lane,Julia,Evans,42,Head,Married,Female,Lawyer,None,None
2,Smith Lane,Colin,Evans,47,Husband,Married,Male,Industrial buyer,None,None
2,Smith Lane,Jason,Evans,15,Son,NA,Male,Student,None,NA
2,Smith Lane,Deborah,Evans,5,Daughter,NA,Female,Student,None,NA
2,Smith Lane,Kelly,Evans,3,Daughter,NA,Female,Child,None,NA
2,Smith Lane,Charles,Evans,3,Son,NA,Male,Child,None,NA
3,Smith Lane,Sylvia,Woods,19,Head,Single,Female,University Student,None,None
3,Smith Lane,Mathew,Hill,19,Partner,Single,Male,University Student,None,None
4,Smith Lane,Katy,Griffiths,22,Head,Married,Female,University Student,None,None
4,Smith Lane,Daniel,Griffiths,19,Husband,Married,Male,Engineering geologist,None,None
5,Smith Lane,Chelsea,Ashton,72,Head,Married,Female,Retired Bonds trader,None,Christian
5,Smith Lane,Stuart,Ashton,72,Husband,Married,Male,Retired Water quality scientist,None,Christian
5,Smith Lane,James,Ashton,32,Son,Single,Male,Publishing copy,None,Christian
5,Smith Lane,Carl,Ashton,29,Son,Single,Male,Advertising account planner,None,Christian
6,Smith Lane,Robin,Chapman,36,Head,Married,Male,"Engineer, agricultural",None,None
6,Smith Lane,Jemma,Chapman,32,Wife,Married,Female,Ergonomist,None,None
6,Smith Lane,Mary,James,29,Lodger,Widowed,Female,"Horticulturist, commercial",None,None
6,Smith Lane,Leslie,Barrett,38,Lodger,Divorced,Male,"Producer, television/film/video",None,None
7,Smith Lane,Clare,Begum,42,Head,Married,Female,Land/geomatics surveyor,None,None
7,Smith Lane,Aaron,Begum,48,Husband,Married,Male,Investment analyst,None,None
7,Smith Lane,Hollie,Begum,16,Daughter,NA,Female,Student,None,NA
7,Smith Lane,Lorraine,Begum,11,Daughter,NA,Female,Student,None,NA
7,Smith Lane,Cheryl,Begum,6,Daughter,NA,Female,Student,None,NA
8,Smith Lane,Lindsey,Hurst,30,Head,Single,Female,Chief of Staff,None,Christian
8,Smith Lane,Dennis,Knight,36,Partner,Single,Male,Fine artist,None,None
8,Smith Lane,Joanna,Harvey,11,Daughter,NA,Female,Student,None,NA
9,Smith Lane,Hazel,Stanley-Roberts,49,Head,Single,Female,Jewellery designer,None,Jewish
9,Smith Lane,Howard,Allen,48,Partner,Single,Male,Actuary,None,Jewish
9,Smith Lane,Gillian,Stanley-Roberts,9,Daughter,NA,Female,Student,None,NA
9,Smith Lane,Marian,Stanley-Roberts,7,Daughter,NA,Female,Student,None,NA
10,Smith Lane,Kerry,Bryant,33,Head,Single,Female,Unemployed,None,Methodist
10,Smith Lane,Patrick,Bryant,8,Son,NA,Male,Student,None,NA
10,Smith Lane,Teresa,Bell,6,Daughter,NA,Female,Student,None,NA
10,Smith Lane,Martyn,Bell,3,Son,NA,Male,Child,None,NA
11,Smith Lane,Hazel,Lewis,68,Head,Widowed,Female,Unemployed,None,None
11,Smith Lane,Sheila,Lewis,38,Daughter,Single,Female,Colour technologist,None,None
11,Smith Lane,Vanessa,Lewis,34,Daughter,Single,Female,Heritage manager,None,None
11,Smith Lane,Jean,Lewis,31,Daughter,Divorced,Female,Education administrator,None,None
12,Smith Lane,Vanessa,Taylor,46,Head,Married,Female,Hospital pharmacist,None,None
12,Smith Lane,Lee,Taylor,48,Husband,Married,Male,"Teacher, primary school",None,None
12,Smith Lane,June,Taylor,18,Daughter,Divorced,Female,Student,None,None
12,Smith Lane,Patrick,Taylor,16,Son,NA,Male,Student,None,NA
13,Smith Lane,Luke,Barton,19,Head,Single,Male,University Student,None,Catholic
13,Smith Lane,Denise,Hughes,18,None,Single,Female,University Student,None,Methodist
13,Smith Lane,Martyn,Smith,18,None,Single,Male,University Student,None,None
13,Smith Lane,Jacqueline,Patel,19,None,Single,Female,University Student,None,Methodist
13,Smith Lane,Raymond,Pearson,22,None,Single,Male,University Student,None,None
1,Elliott Crescent,Sarah,Stevens,55,Head,Divorced,Female,Unemployed,None,None
1,Elliott Crescent,Stanley,Stevens,15,Son,NA,Male,Student,None,NA
1,Elliott Crescent,Leanne,Stevens,14,Daughter,NA,Female,Student,None,NA
1,Elliott Crescent,Barbara,Day,9,Daughter,NA,Female,Student,None,NA
1,Elliott Crescent,Danielle,Day,7,Daughter,NA,Female,Student,None,NA
2,Elliott Crescent,Georgina,Robinson,49,Head,Married,Female,Mining engineer,None,Methodist
2,Elliott Crescent,Timothy,Robinson,52,Husband,Married,Male,"Restaurant manager, fast food",None,None
2,Elliott Crescent,Gordon,Robinson,28,Son,Single,Male,"Psychologist, sport and exercise",None,Methodist
2,Elliott Crescent,Nigel,Robinson,27,Son,Single,Male,"Designer, interior/spatial",None,None
2,Elliott Crescent,Rhys,Robinson,23,Son,Single,Male,"Doctor, hospital",None,Methodist
2,Elliott Crescent,Harry,Robinson,19,Son,Single,Male,University Student,None,None
2,Elliott Crescent,Laura,Robinson,16,Daughter,NA,Female,Student,None,NA
2,Elliott Crescent,Callum,Robinson,16,Son,NA,Male,Student,None,NA
2,Elliott Crescent,Jamie,Robinson,8,Son,NA,Male,Student,None,NA
2,Elliott Crescent,Caroline,Robinson,5,Daughter,NA,Female,Student,None,NA
2,Elliott Crescent,Joe,Robinson,2,Son,NA,Male,Child,None,NA
2,Elliott Crescent,Jean,Fletcher,30,Lodger,Divorced,Female,Unemployed,None,None
3,Elliott Crescent,Carole,Murray,53,Head,Married,Female,"Surveyor, rural practice",None,Christian
3,Elliott Crescent,Frederick,Murray,55,Husband,Married,Male,Clinical psychologist,None,Christian
3,Elliott Crescent,Sara,Murray,19,Daughter,Single,Female,University Student,None,None
3,Elliott Crescent,Lucy,Murray,17,Daughter,NA,Female,Student,None,NA
3,Elliott Crescent,Megan,Murray,12,Daughter,NA,Female,Student,None,NA
3,Elliott Crescent,Sally,Murray,7,Daughter,NA,Female,Student,None,NA
4,Elliott Crescent,Kathleen,Patterson,81,Head,Married,Female,Retired Museum/gallery conservator,None,None
4,Elliott Crescent,Roger,Smith,80,Husband,Married,Male,"Retired Conservator, museum/gallery",None,None
4,Elliott Crescent,Annette,Patterson,48,Daughter,Single,Female,"Librarian, academic",None,None
4,Elliott Crescent,Hayley,Patterson,48,Daughter,Divorced,Female,Visual merchandiser,None,None
4,Elliott Crescent,Louise,Patterson,48,Daughter,Single,Female,Television/film/video producer,None,None
4,Elliott Crescent,James,Patterson,44,Son,Divorced,Male,Civil Service administrator,None,None
4,Elliott Crescent,Jake,Patterson,42,Son,Single,Male,Haematologist,None,None
4,Elliott Crescent,Hazel,Patterson,40,Daughter,Single,Female,Ship broker,None,None
4,Elliott Crescent,Hazel,Patterson,36,Daughter,Single,Female,Environmental health practitioner,None,None
4,Elliott Crescent,Samuel,Patterson,35,Son,Divorced,Male,Curator,None,None
4,Elliott Crescent,Dennis,Patterson,34,Son,Widowed,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
4,Elliott Crescent,Martyn,White-Patterson,32,Son,Single,Male,Automotive engineer,None,None
5,Elliott Crescent,Luke,Hayes,44,Head,Married,Male,Secondary school teacher,None,Methodist
5,Elliott Crescent,Paige,Hayes,45,Wife,Married,Female,Building control surveyor,None,Methodist
5,Elliott Crescent,Mark,Hayes,10,Son,NA,Male,Student,None,NA
5,Elliott Crescent,Katherine,Hayes,8,Daughter,NA,Female,Student,None,NA
5,Elliott Crescent,Charlene,Hayes,4,Daughter,NA,Female,Child,None,NA
5,Elliott Crescent,Samantha,Hayes,2,Daughter,NA,Female,Child,None,NA
5,Elliott Crescent,Jennifer,Bond,40,Sibling,Divorced,Female,Minerals surveyor,None,None
6,Elliott Crescent,Ashley,Knight,32,Head,Married,Male,Banker,None,None
6,Elliott Crescent,Suzanne,Knight,26,Wife,Married,Female,"Designer, furniture",None,None
6,Elliott Crescent,Carole,Hill,21,Lodger,Single,Female,University Student,None,None
6,Elliott Crescent,Jane,Shepherd,41,Lodger,Single,Female,Energy manager,None,None
6,Elliott Crescent,Bethany,Forster,51,Lodger,Single,Female,Broadcast engineer,None,Methodist
7,Elliott Crescent,Francesca,Warren,49,Head,Married,Female,"Pilot, airline",None,Methodist
7,Elliott Crescent,Christian,Warren,46,Husband,Married,Male,Chiropractor,None,Methodist
7,Elliott Crescent,Heather,Warren,19,Daughter,Divorced,Female,University Student,None,None
7,Elliott Crescent,Ian,Warren,18,Son,Single,Male,Student,None,Methodist
7,Elliott Crescent,Alex,Warren,12,Son,NA,Male,Student,None,NA
8,Elliott Crescent,Molly,Watts,54.55812337483672,Head,Married,Female,"Education officer, environmental",None,Christian
8,Elliott Crescent,Martyn,Watts,57.55812337483672,Husband,Married,Male,Air traffic controller,None,None
8,Elliott Crescent,Rosemary,Watts,3.0,Daughter,NA,Female,Child,None,NA
8,Elliott Crescent,Darren,Watts,0.0,Son,NA,Male,Child,None,NA
9,Elliott Crescent,Kayleigh,Day,34,Head,Married,Female,Banker,None,Christian
9,Elliott Crescent,Dominic,Day,46,Husband,Married,Male,"Designer, exhibition/display",None,None
9,Elliott Crescent,Clare,Day,4,Daughter,NA,Female,Child,None,NA
9,Elliott Crescent,Julian,Day,3,Son,NA,Male,Child,None,NA
9,Elliott Crescent,June,Day,1,Daughter,NA,Female,Child,None,NA
9,Elliott Crescent,Brenda,Day,0,Daughter,NA,Female,Child,None,NA
9,Elliott Crescent,Jennifer,Lewis,25,Lodger,Single,Female,"Investment banker, operational",None,Catholic
10,Elliott Crescent,Brenda,Sanderson,51,Head,Single,Female,Leisure centre manager,None,Christian
10,Elliott Crescent,Nathan,Marshall,51,Partner,Single,Male,"Surveyor, land/geomatics",None,None
10,Elliott Crescent,Rosemary,Sanderson,24,Daughter,Single,Female,Hospital pharmacist,None,None
10,Elliott Crescent,Lorraine,Sanderson,24,Daughter,Divorced,Female,Diplomatic Services operational officer,None,Christian
10,Elliott Crescent,Luke,Sanderson,20,Son,Single,Male,University Student,None,Christian
10,Elliott Crescent,Lisa,Sanderson,19,Daughter,Single,Female,University Student,None,None
10,Elliott Crescent,Elliot,Williams-Sanderson,16,Son,NA,Male,Student,None,NA
10,Elliott Crescent,Rebecca,Williams-Sanderson,9,Daughter,NA,Female,Student,None,NA
10,Elliott Crescent,Melanie,Williams-Sanderson,6,Daughter,NA,Female,Student,None,NA
10,Elliott Crescent,Duncan,Wells,4,Son,NA,Male,Child,None,NA
11,Elliott Crescent,Kelly,White,54,Head,Married,Female,Tourism officer,None,None
11,Elliott Crescent,Damien,White,52,Husband,Married,Male,Tree surgeon,None,None
11,Elliott Crescent,Gary,White,15,Son,NA,Male,Student,None,NA
11,Elliott Crescent,Allan,White,14,Son,NA,Male,Student,None,NA
12,Elliott Crescent,Sandra,Stokes,62,Head,Divorced,Female,Sports development officer,None,Catholic
12,Elliott Crescent,Paige,Stokes,37,Daughter,Single,Female,Translator,None,None
12,Elliott Crescent,Maurice,Stokes,36,Son,Divorced,Male,Actor,None,None
13,Elliott Crescent,Hannah,Bolton,47,Head,Single,Female,Phytotherapist,None,Catholic
13,Elliott Crescent,Gemma,Bolton,17,Daughter,NA,Female,Student,None,NA
13,Elliott Crescent,Lynda,Bolton,14,Daughter,NA,Female,Student,None,NA
13,Elliott Crescent,Martin,Bolton,13,Son,NA,Male,Student,None,NA
13,Elliott Crescent,Dorothy,Ross-Bolton,11,Daughter,NA,Female,Student,None,NA
13,Elliott Crescent,Aaron,Ross-Bolton,8,Son,NA,Male,Student,None,NA
13,Elliott Crescent,Dean,Ross-Bolton,5,Son,NA,Male,Student,None,NA
13,Elliott Crescent,Dean,Ross-Bolton,1,Son,NA,Male,Child,None,NA
13,Elliott Crescent,Eric,Ross-Bolton,1,Son,NA,Male,Child,None,NA
13,Elliott Crescent,Michelle,Ryan,37,Lodger,Single,Female,Civil Service administrator,None,None
13,Elliott Crescent,Leah,Gallagher,46,Lodger,Single,Female,Health visitor,None,Catholic
14,Elliott Crescent,Donna,Edwards,52,Head,Married,Female,Unemployed,None,Christian
14,Elliott Crescent,Daniel,Edwards,51,Husband,Married,Male,Unemployed,None,Christian
14,Elliott Crescent,Geoffrey,Edwards,30,Son,Single,Male,Airline pilot,None,Christian
14,Elliott Crescent,Sally,Edwards,28,Daughter,Single,Female,Higher education lecturer,None,Christian
14,Elliott Crescent,Graeme,Edwards,28,Son,Single,Male,Banker,None,Christian
14,Elliott Crescent,Shane,Edwards,25,Son,Single,Male,Catering manager,None,None
14,Elliott Crescent,Gillian,Edwards,24,Daughter,Single,Female,Marine scientist,None,Christian
14,Elliott Crescent,Louise,Edwards,24,Daughter,Divorced,Female,"Sales professional, IT",None,Christian
14,Elliott Crescent,Fiona,Edwards,22,Daughter,Single,Female,University Student,None,Christian
14,Elliott Crescent,Janet,Edwards,18,Daughter,Single,Female,Student,None,None
14,Elliott Crescent,Justin,Edwards,17,Son,NA,Male,Student,None,NA
14,Elliott Crescent,Julian,Edwards,11,Son,NA,Male,Student,None,NA
14,Elliott Crescent,Josh,Edwards,11,Son,NA,Male,Student,None,NA
14,Elliott Crescent,Glen,Edwards,11,Son,NA,Male,Student,None,NA
14,Elliott Crescent,Stuart,Edwards,9,Son,NA,Male,Student,None,NA
14,Elliott Crescent,Leigh,Edwards,7,Son,NA,Male,Student,None,NA
14,Elliott Crescent,Damien,Edwards,4,Son,NA,Male,Child,None,NA
14,Elliott Crescent,Marcus,Lane,43,Lodger,Single,Male,Unemployed,None,Catholic
14,Elliott Crescent,Allan,Morris,43,Lodger,Single,Male,Clinical psychologist,None,None
14,Elliott Crescent,Brandon,Thomson,36,Lodger,Single,Male,Unemployed,None,None
15,Elliott Crescent,Alexandra,Reid,75,Head,Single,Female,Retired Chartered loss adjuster,None,Christian
15,Elliott Crescent,Brandon,Jones,79,Partner,Single,Male,Retired Materials engineer,None,Christian
15,Elliott Crescent,Alison,Reid,37,Daughter,Single,Female,Medical laboratory scientific officer,None,None
15,Elliott Crescent,Stanley,Reid,31,Son,Single,Male,"Investment banker, operational",None,None
15,Elliott Crescent,Adam,Reid,30,Son,Single,Male,Unemployed,None,Christian
15,Elliott Crescent,Hollie,Lloyd,28,Daughter,Single,Female,Games developer,None,Christian
15,Elliott Crescent,Lucy,Lloyd,25,Daughter,Single,Female,"Production assistant, radio",None,Christian
15,Elliott Crescent,Diana,Lloyd,19,Daughter,Single,Female,University Student,None,Christian
15,Elliott Crescent,Mary,Lloyd,18,Daughter,Widowed,Female,Student,None,None
15,Elliott Crescent,Nicola,Lloyd,14,Daughter,NA,Female,Student,None,NA
15,Elliott Crescent,Neil,Lloyd,14,Son,NA,Male,Student,None,NA
15,Elliott Crescent,Katie,Lloyd,11,Daughter,NA,Female,Student,None,NA
15,Elliott Crescent,Allan,Lloyd,10,Son,NA,Male,Student,None,NA
15,Elliott Crescent,Lewis,Lloyd,8,Son,NA,Male,Student,None,NA
16,Elliott Crescent,Pauline,Shaw,40,Head,Single,Female,Furniture designer,None,Christian
16,Elliott Crescent,Ashley,Cooke,42,Partner,Single,Male,Illustrator,None,Christian
16,Elliott Crescent,Owen,Shaw,9,Son,NA,Male,Student,None,NA
16,Elliott Crescent,Steven,Shaw,5,Son,NA,Male,Student,None,NA
16,Elliott Crescent,Sean,Shaw,2,Son,NA,Male,Child,None,NA
16,Elliott Crescent,Melanie,Shaw,1,Daughter,NA,Female,Child,None,NA
16,Elliott Crescent,Frances,Wheeler,63,Cousin,Single,Female,"Surveyor, building control",None,Methodist
16,Elliott Crescent,Amanda,Ashton,55,Lodger,Single,Female,Retail manager,None,Christian
16,Elliott Crescent,Tracey,Davies,22,Lodger,Single,Female,Insurance account manager,None,None
16,Elliott Crescent,Hollie,Blake,55,Lodger,Divorced,Female,Politician's assistant,None,Catholic
16,Elliott Crescent,Jay,Barnes,39,Lodger,Single,Male,Aid worker,None,None
16,Elliott Crescent,Alex,Davies,23,Lodger,Single,Male,Landscape architect,None,None
17,Elliott Crescent,Jemma,Green,54,Head,Married,Female,"Librarian, public",None,Christian
17,Elliott Crescent,Allan,Green,56,Husband,Married,Male,Retail manager,None,Christian
17,Elliott Crescent,Ronald,Green,18,Son,Single,Male,Student,None,Christian
17,Elliott Crescent,Simon,Green,16,Son,NA,Male,Student,None,NA
17,Elliott Crescent,Anne,Green,10,Daughter,NA,Female,Student,None,NA
18,Elliott Crescent,Hayley,Davies,48,Head,Divorced,Female,Unemployed,None,Catholic
18,Elliott Crescent,Anthony,Davies,14,Son,NA,Male,Student,None,NA
18,Elliott Crescent,Jennifer,Davies,13,Daughter,NA,Female,Student,None,NA
18,Elliott Crescent,Mandy,Davies,13,Daughter,NA,Female,Student,None,NA
18,Elliott Crescent,Lucy,Davies,11,Daughter,NA,Female,Student,None,NA
18,Elliott Crescent,Bethany,Davies,7,Daughter,NA,Female,Student,None,NA
18,Elliott Crescent,Ryan,Davies,3,Son,NA,Male,Child,None,NA
19,Elliott Crescent,Suzanne,Atkinson-Baxter,75,Head,Married,Female,Retired Jewellery designer,None,None
19,Elliott Crescent,Leslie,Atkinson-Baxter,74,Husband,Married,Male,Retired Lexicographer,None,None
19,Elliott Crescent,June,Atkinson-Baxter,44,Daughter,Divorced,Female,Unemployed,None,None
19,Elliott Crescent,Diane,Atkinson-Baxter,43,Daughter,Single,Female,English as a foreign language teacher,None,None
19,Elliott Crescent,Carl,Atkinson-Baxter,41,Son,Single,Male,"Loss adjuster, chartered",None,None
19,Elliott Crescent,Lynn,Atkinson-Baxter,38,Daughter,Widowed,Female,Accommodation manager,None,None
19,Elliott Crescent,Toby,Atkinson-Baxter,34,Son,Single,Male,"Horticulturist, commercial",None,None
19,Elliott Crescent,Julie,Atkinson-Baxter,30,Daughter,Divorced,Female,Financial adviser,None,None
20,Elliott Crescent,Kerry,Blackburn,50,Head,Widowed,Female,Unemployed,None,None
20,Elliott Crescent,Jamie,Blackburn,9,Son,NA,Male,Student,None,NA
21,Elliott Crescent,Deborah,Wood,58,Head,Married,Female,Retail merchandiser,None,Methodist
21,Elliott Crescent,Donald,Wood,62,Husband,Married,Male,Charity officer,None,Methodist
21,Elliott Crescent,Kathleen,Wood,23,Daughter,Widowed,Female,Recycling officer,None,Methodist
21,Elliott Crescent,Vanessa,Wood,21,Daughter,Divorced,Female,University Student,None,Methodist
21,Elliott Crescent,Benjamin,Wood,20,Son,Single,Male,University Student,None,Methodist
22,Elliott Crescent,Louise,Young,33,Head,Single,Female,Minerals surveyor,None,None
22,Elliott Crescent,Jay,Hayes,35,Partner,Single,Male,Charity fundraiser,None,None
